time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,category,Ended_episodes,unknown,unknown_percent,RC1_Adopted,RC1_Adopted_percent,RC2_Died,RC2_Died_percent,RC3_Residence_Order,RC3_Residence_Order_percent,RC4_Special_Guardianship_Order,RC4_Special_Guardianship_Order_percent,RC5_Transfer_to_another_LA,RC5_Transfer_to_another_LA_percent,RC6_Transfer_to_Adult_Social_Service,RC6_Transfer_to_Adult_Social_Service_percent,RC7_Other,RC7_Other_percent
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Reason for episode closure,1611,15,0.9,37,2.3,10,0.6,6,0.4,39,2.4,44,2.7,17,1.1,1443,89.6
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Reason for episode closure,1296,23,1.8,21,1.6,c,c,c,c,19,1.5,49,3.8,15,1.2,1159,89.4
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Reason for episode closure,1580,7,0.4,c,c,c,c,c,c,8,0.5,32,2,7,0.4,1520,96.2
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Reason for episode closure,3500,45,1.3,23,0.7,c,c,c,c,23,0.7,54,1.5,17,0.5,3325,95
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Reason for episode closure,1634,0,0,0,0,c,c,0,0,6,0.4,56,3.4,c,c,1565,95.8
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Reason for episode closure,1574,21,1.3,c,c,c,c,0,0,18,1.1,28,1.8,15,1,1475,93.7
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Reason for episode closure,1713,0,0,13,0.8,c,c,0,0,c,c,51,3,20,1.2,1617,94.4
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,942,E06000063,Cumberland,Reason for episode closure,1305,0,0,8,0.6,c,c,0,0,c,c,18,1.4,7,0.5,1264,96.9
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Reason for episode closure,922,26,2.8,10,1.1,c,c,16,1.7,17,1.8,26,2.8,c,c,822,89.2
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Reason for episode closure,826,c,c,0,0,c,c,c,c,8,1,12,1.5,14,1.7,787,95.3
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Reason for episode closure,4086,0,0,36,0.9,21,0.5,6,0.1,11,0.3,123,3,50,1.2,3839,94
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Reason for episode closure,2193,21,1,24,1.1,c,c,c,c,27,1.2,81,3.7,23,1,1996,91
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Reason for episode closure,4934,0,0,43,0.9,8,0.2,7,0.1,47,1,115,2.3,31,0.6,4683,94.9
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Reason for episode closure,4331,0,0,26,0.6,13,0.3,c,c,c,c,68,1.6,16,0.4,4202,97
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Reason for episode closure,3035,15,0.5,24,0.8,c,c,c,c,15,0.5,68,2.2,18,0.6,2882,95
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Reason for episode closure,2087,0,0,c,c,c,c,c,c,13,0.6,113,5.4,16,0.8,1934,92.7
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Reason for episode closure,2065,0,0,9,0.4,6,0.3,23,1.1,33,1.6,23,1.1,14,0.7,1957,94.8
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Reason for episode closure,1207,16,1.3,22,1.8,13,1.1,c,c,11,0.9,39,3.2,c,c,1099,91.1
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Reason for episode closure,2096,0,0,6,0.3,13,0.6,0,0,6,0.3,54,2.6,22,1,1995,95.2
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Reason for episode closure,1606,0,0,25,1.6,c,c,7,0.4,50,3.1,66,4.1,c,c,1449,90.2
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Reason for episode closure,1269,c,c,0,0,c,c,0,0,7,0.6,21,1.7,c,c,1231,97
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Reason for episode closure,1364,c,c,11,0.8,11,0.8,c,c,27,2,35,2.6,6,0.4,1270,93.1
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,943,E06000064,Westmorland and Furness,Reason for episode closure,707,0,0,c,c,c,c,0,0,10,1.4,12,1.7,11,1.6,660,93.4
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Reason for episode closure,2917,15,0.5,21,0.7,7,0.2,0,0,17,0.6,66,2.3,8,0.3,2783,95.4
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Reason for episode closure,2036,6,0.3,8,0.4,9,0.4,6,0.3,25,1.2,63,3.1,11,0.5,1908,93.7
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Reason for episode closure,1721,0,0,23,1.3,c,c,23,1.3,59,3.4,55,3.2,c,c,1551,90.1
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Reason for episode closure,5694,c,c,47,0.8,21,0.4,c,c,80,1.4,218,3.8,29,0.5,5282,92.8
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Reason for episode closure,1508,10,0.7,12,0.8,8,0.5,0,0,33,2.2,63,4.2,9,0.6,1373,91
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Reason for episode closure,1663,16,1,13,0.8,c,c,11,0.7,47,2.8,44,2.6,c,c,1517,91.2
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Reason for episode closure,1683,0,0,13,0.8,c,c,0,0,c,c,31,1.8,c,c,1634,97.1
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Reason for episode closure,3087,0,0,54,1.7,c,c,22,0.7,43,1.4,47,1.5,c,c,2911,94.3
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Reason for episode closure,2997,c,c,21,0.7,9,0.3,c,c,47,1.6,35,1.2,15,0.5,2862,95.5
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Reason for episode closure,3249,155,4.8,51,1.6,7,0.2,c,c,30,0.9,57,1.8,c,c,2940,90.5
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Reason for episode closure,1547,27,1.7,27,1.7,c,c,30,1.9,17,1.1,65,4.2,c,c,1371,88.6
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Reason for episode closure,715,0,0,11,1.5,0,0,c,c,16,2.2,28,3.9,c,c,650,90.9
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E06000065,North Yorkshire,Reason for episode closure,4265,119,2.8,c,c,6,0.1,c,c,15,0.4,101,2.4,33,0.8,3981,93.3
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Reason for episode closure,1578,0,0,17,1.1,10,0.6,13,0.8,38,2.4,56,3.5,7,0.4,1437,91.1
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Reason for episode closure,4736,0,0,26,0.5,7,0.1,11,0.2,55,1.2,28,0.6,14,0.3,4595,97
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Reason for episode closure,2191,16,0.7,30,1.4,c,c,c,c,29,1.3,37,1.7,12,0.5,2054,93.7
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Reason for episode closure,713,27,3.8,8,1.1,c,c,c,c,9,1.3,48,6.7,7,1,609,85.4
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Reason for episode closure,2564,0,0,32,1.2,c,c,c,c,23,0.9,53,2.1,14,0.5,2429,94.7
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Reason for episode closure,6614,27,0.4,0,0,13,0.2,0,0,0,0,0,0,0,0,6574,99.4
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Reason for episode closure,1326,c,c,10,0.8,8,0.6,c,c,14,1.1,48,3.6,7,0.5,1231,92.8
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Reason for episode closure,2519,0,0,c,c,c,c,c,c,c,c,23,0.9,c,c,2481,98.5
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Reason for episode closure,4831,0,0,38,0.8,c,c,c,c,66,1.4,143,3,36,0.7,4537,93.9
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,940,E06000061,North Northamptonshire,Reason for episode closure,2216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2216,100
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Reason for episode closure,1733,67,3.9,23,1.3,c,c,c,c,20,1.2,74,4.3,17,1,1521,87.8
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Reason for episode closure,2991,c,c,0,0,8,0.3,c,c,44,1.5,72,2.4,26,0.9,2833,94.7
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Reason for episode closure,102,0,0,c,c,0,0,0,0,c,c,6,5.9,c,c,90,88.2
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,941,E06000062,West Northamptonshire,Reason for episode closure,2264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2264,100
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Reason for episode closure,6899,559,8.1,83,1.2,18,0.3,54,0.8,34,0.5,145,2.1,23,0.3,5983,86.7
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Reason for episode closure,2942,0,0,52,1.8,c,c,0,0,c,c,68,2.3,17,0.6,2788,94.8
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Reason for episode closure,2021,0,0,17,0.8,9,0.4,6,0.3,20,1,86,4.3,19,0.9,1864,92.2
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Reason for episode closure,1438,0,0,0,0,c,c,0,0,c,c,0,0,0,0,1429,99.4
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Reason for episode closure,3092,0,0,21,0.7,12,0.4,0,0,17,0.5,628,20.3,8,0.3,2406,77.8
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Reason for episode closure,1132,c,c,18,1.6,c,c,0,0,0,0,24,2.1,18,1.6,1067,94.3
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Reason for episode closure,1680,0,0,7,0.4,0,0,c,c,6,0.4,62,3.7,c,c,1598,95.1
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Reason for episode closure,4212,178,4.2,39,0.9,c,c,22,0.5,c,c,146,3.5,59,1.4,3753,89.1
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Reason for episode closure,2566,49,1.9,51,2,c,c,c,c,12,0.5,92,3.6,17,0.7,2335,91
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Reason for episode closure,1181,c,c,30,2.5,c,c,0,0,23,1.9,46,3.9,14,1.2,1063,90
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Reason for episode closure,1217,0,0,27,2.2,6,0.5,10,0.8,17,1.4,85,7,9,0.7,1063,87.3
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Reason for episode closure,2843,0,0,12,0.4,6,0.2,6,0.2,29,1,38,1.3,18,0.6,2734,96.2
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Reason for episode closure,1745,0,0,12,0.7,c,c,6,0.3,11,0.6,75,4.3,c,c,1634,93.6
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Reason for episode closure,2834,0,0,29,1,c,c,c,c,25,0.9,77,2.7,41,1.4,2653,93.6
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Reason for episode closure,878,0,0,14,1.6,c,c,0,0,c,c,46,5.2,13,1.5,801,91.2
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Reason for episode closure,3354,106,3.2,21,0.6,c,c,c,c,20,0.6,80,2.4,34,1,3083,91.9
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Reason for episode closure,1014,10,1,13,1.3,c,c,c,c,15,1.5,52,5.1,8,0.8,913,90
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Reason for episode closure,2633,14,0.5,40,1.5,7,0.3,10,0.4,29,1.1,126,4.8,10,0.4,2397,91
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Reason for episode closure,2937,0,0,46,1.6,c,c,c,c,12,0.4,134,4.6,81,2.8,2658,90.5
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Reason for episode closure,1594,27,1.7,15,0.9,c,c,c,c,21,1.3,98,6.1,13,0.8,1412,88.6
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Reason for episode closure,4881,0,0,39,0.8,24,0.5,7,0.1,25,0.5,121,2.5,31,0.6,4634,94.9
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Reason for episode closure,1466,0,0,15,1,c,c,c,c,7,0.5,89,6.1,9,0.6,1337,91.2
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Reason for episode closure,1074,28,2.6,c,c,10,0.9,c,c,6,0.6,47,4.4,16,1.5,960,89.4
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Reason for episode closure,2928,0,0,33,1.1,c,c,c,c,12,0.4,92,3.1,33,1.1,2746,93.8
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Reason for episode closure,1130,26,2.3,7,0.6,c,c,0,0,c,c,69,6.1,11,1,1008,89.2
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Reason for episode closure,903,38,4.2,c,c,c,c,0,0,c,c,22,2.4,7,0.8,830,91.9
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Reason for episode closure,2059,0,0,18,0.9,c,c,c,c,7,0.3,80,3.9,28,1.4,1917,93.1
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Reason for episode closure,3722,433,11.6,11,0.3,c,c,c,c,15,0.4,185,5,20,0.5,3051,82
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Reason for episode closure,2129,73,3.4,30,1.4,11,0.5,c,c,c,c,113,5.3,31,1.5,1864,87.6
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Reason for episode closure,u,u,u,u,u,u,u,u,u,u,u,u,u,u,u,u,u
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Reason for episode closure,1979,16,0.8,7,0.4,c,c,0,0,0,0,c,c,0,0,1953,98.7
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Reason for episode closure,15845,151,1,53,0.3,56,0.4,7,k,69,0.4,2283,14.4,123,0.8,13103,82.7
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Reason for episode closure,2069,0,0,15,0.7,c,c,c,c,12,0.6,33,1.6,21,1,1980,95.7
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Reason for episode closure,1992,0,0,16,0.8,c,c,c,c,19,1,99,5,41,2.1,1813,91
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Reason for episode closure,2370,0,0,27,1.1,c,c,c,c,15,0.6,64,2.7,17,0.7,2237,94.4
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Reason for episode closure,2812,0,0,11,0.4,c,c,c,c,6,0.2,63,2.2,15,0.5,2707,96.3
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Reason for episode closure,1134,59,5.2,9,0.8,c,c,c,c,c,c,80,7.1,13,1.1,969,85.4
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Reason for episode closure,1515,49,3.2,c,c,15,1,c,c,8,0.5,107,7.1,8,0.5,1325,87.5
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Reason for episode closure,2472,0,0,29,1.2,c,c,c,c,26,1.1,67,2.7,18,0.7,2321,93.9
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Reason for episode closure,4938,141,2.9,29,0.6,10,0.2,22,0.4,39,0.8,268,5.4,77,1.6,4352,88.1
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Reason for episode closure,1916,0,0,c,c,c,c,0,0,c,c,27,1.4,c,c,1878,98
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Reason for episode closure,3315,c,c,30,0.9,9,0.3,c,c,23,0.7,103,3.1,76,2.3,3068,92.5
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Reason for episode closure,1244,0,0,15,1.2,c,c,c,c,c,c,37,3,c,c,1182,95
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Reason for episode closure,620,22,3.5,c,c,c,c,c,c,c,c,48,7.7,7,1.1,531,85.6
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Reason for episode closure,509,0,0,7,1.4,0,0,0,0,8,1.6,16,3.1,15,2.9,463,91
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",Reason for episode closure,3215,0,0,27,0.8,10,0.3,16,0.5,16,0.5,16,0.5,17,0.5,3113,96.8
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Reason for episode closure,1845,0,0,11,0.6,7,0.4,7,0.4,24,1.3,28,1.5,7,0.4,1761,95.4
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Reason for episode closure,5357,7,0.1,c,c,9,0.2,c,c,21,0.4,71,1.3,17,0.3,5224,97.5
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Reason for episode closure,2818,140,5,35,1.2,c,c,c,c,45,1.6,70,2.5,18,0.6,2493,88.5
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,838,E06000059,Dorset,Reason for episode closure,1640,54,3.3,16,1,c,c,c,c,24,1.5,67,4.1,28,1.7,1441,87.9
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Reason for episode closure,4083,191,4.7,36,0.9,18,0.4,c,c,25,0.6,74,1.8,c,c,3721,91.1
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,Reason for episode closure,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,c
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Reason for episode closure,645,0,0,c,c,c,c,c,c,9,1.4,27,4.2,7,1.1,594,92.1
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Reason for episode closure,1478,0,0,24,1.6,10,0.7,11,0.7,27,1.8,44,3,13,0.9,1349,91.3
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E06000066,Somerset,Reason for episode closure,1605,67,4.2,31,1.9,7,0.4,0,0,28,1.7,37,2.3,10,0.6,1425,88.8
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Reason for episode closure,1183,0,0,8,0.7,c,c,c,c,13,1.1,32,2.7,16,1.4,1110,93.8
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Reason for episode closure,1654,0,0,25,1.5,6,0.4,0,0,0,0,65,3.9,26,1.6,1532,92.6
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Reason for episode closure,1302,0,0,10,0.8,c,c,c,c,8,0.6,79,6.1,7,0.5,1195,91.8
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Reason for episode closure,1849,23,1.2,20,1.1,14,0.8,c,c,c,c,55,3,73,3.9,1652,89.3
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Reason for episode closure,1334,0,0,c,c,c,c,c,c,30,2.2,84,6.3,23,1.7,1187,89
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,Reason for episode closure,21,0,0,0,0,0,0,0,0,0,0,11,52.4,0,0,10,47.6
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Reason for episode closure,1776,77,4.3,c,c,c,c,0,0,31,1.7,121,6.8,49,2.8,1491,84
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Reason for episode closure,730,0,0,c,c,c,c,0,0,c,c,61,8.4,c,c,661,90.5
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Reason for episode closure,2412,0,0,c,c,c,c,c,c,c,c,126,5.2,17,0.7,2257,93.6
