time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,category,CPP_End,3_months_or_less,3_months_or_less_percent,more_than_3_months_6_months,more_than_3_months_6_months_percent,more_than_6_months_less_than_1_year,more_than_6_months_less_than_1_year_percent,1_year_less_than_2_years,1_year_less_than_2_years_percent,2_years_or_more,2_years_or_more_percent
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Child Protection Plans ending by length of time,220,29,13.2,17,7.7,96,43.6,71,32.3,7,3.2
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Child Protection Plans ending by length of time,227,36,15.9,27,11.9,107,47.1,45,19.8,12,5.3
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Child Protection Plans ending by length of time,844,123,14.6,129,15.3,384,45.5,191,22.6,17,2
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Child Protection Plans ending by length of time,415,104,25.1,37,8.9,112,27,117,28.2,45,10.8
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Child Protection Plans ending by length of time,549,65,11.8,59,10.7,273,49.7,127,23.1,25,4.6
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Child Protection Plans ending by length of time,492,67,13.6,38,7.7,195,39.6,146,29.7,46,9.3
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Child Protection Plans ending by length of time,488,87,17.8,61,12.5,222,45.5,105,21.5,13,2.7
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Child Protection Plans ending by length of time,339,41,12.1,27,8,128,37.8,121,35.7,22,6.5
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Child Protection Plans ending by length of time,379,20,5.3,27,7.1,208,54.9,107,28.2,17,4.5
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Child Protection Plans ending by length of time,325,31,9.5,28,8.6,139,42.8,117,36,10,3.1
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Child Protection Plans ending by length of time,310,33,10.6,47,15.2,122,39.4,93,30,15,4.8
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Child Protection Plans ending by length of time,426,63,14.8,63,14.8,168,39.4,116,27.2,16,3.8
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Child Protection Plans ending by length of time,243,27,11.1,19,7.8,137,56.4,46,18.9,14,5.8
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Child Protection Plans ending by length of time,253,19,7.5,27,10.7,92,36.4,96,37.9,19,7.5
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,943,E06000064,Westmorland and Furness,Child Protection Plans ending by length of time,226,38,16.8,c,c,93,41.2,64,28.3,c,c
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Child Protection Plans ending by length of time,549,73,13.3,61,11.1,269,49,139,25.3,7,1.3
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Child Protection Plans ending by length of time,372,43,11.6,33,8.9,160,43,130,34.9,6,1.6
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Child Protection Plans ending by length of time,455,138,30.3,67,14.7,191,42,40,8.8,19,4.2
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Child Protection Plans ending by length of time,1228,170,13.8,150,12.2,554,45.1,326,26.5,28,2.3
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Child Protection Plans ending by length of time,286,60,21,c,c,115,40.2,83,29,c,c
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Child Protection Plans ending by length of time,413,54,13.1,47,11.4,189,45.8,110,26.6,13,3.1
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Child Protection Plans ending by length of time,354,106,29.9,65,18.4,140,39.5,33,9.3,10,2.8
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Child Protection Plans ending by length of time,590,109,18.5,81,13.7,257,43.6,115,19.5,28,4.7
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Child Protection Plans ending by length of time,673,128,19,c,c,360,53.5,105,15.6,c,c
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Child Protection Plans ending by length of time,776,160,20.6,107,13.8,289,37.2,206,26.5,14,1.8
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Child Protection Plans ending by length of time,303,37,12.2,29,9.6,117,38.6,98,32.3,22,7.3
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Child Protection Plans ending by length of time,128,9,7,26,20.3,39,30.5,54,42.2,0,0
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E06000065,North Yorkshire,Child Protection Plans ending by length of time,488,85,17.4,68,13.9,202,41.4,114,23.4,19,3.9
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Child Protection Plans ending by length of time,532,70,13.2,57,10.7,250,47,130,24.4,25,4.7
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Child Protection Plans ending by length of time,589,58,9.8,60,10.2,232,39.4,185,31.4,54,9.2
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Child Protection Plans ending by length of time,630,90,14.3,48,7.6,339,53.8,133,21.1,20,3.2
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Child Protection Plans ending by length of time,120,19,15.8,c,c,49,40.8,32,26.7,c,c
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Child Protection Plans ending by length of time,343,28,8.2,39,11.4,179,52.2,77,22.4,20,5.8
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Child Protection Plans ending by length of time,914,122,13.3,101,11.1,457,50,192,21,42,4.6
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Child Protection Plans ending by length of time,483,86,17.8,c,c,233,48.2,89,18.4,c,c
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Child Protection Plans ending by length of time,641,81,12.6,74,11.5,309,48.2,145,22.6,32,5
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Child Protection Plans ending by length of time,532,68,12.8,64,12,234,44,151,28.4,15,2.8
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,940,E06000061,North Northamptonshire,Child Protection Plans ending by length of time,415,64,15.4,55,13.3,198,47.7,92,22.2,6,1.4
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Child Protection Plans ending by length of time,541,49,9.1,88,16.3,213,39.4,164,30.3,27,5
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Child Protection Plans ending by length of time,852,132,15.5,92,10.8,351,41.2,246,28.9,31,3.6
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Child Protection Plans ending by length of time,36,c,c,c,c,26,72.2,c,c,0,0
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,941,E06000062,West Northamptonshire,Child Protection Plans ending by length of time,490,85,17.3,82,16.7,172,35.1,122,24.9,29,5.9
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Child Protection Plans ending by length of time,1731,265,15.3,202,11.7,811,46.9,411,23.7,42,2.4
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Child Protection Plans ending by length of time,547,77,14.1,82,15,220,40.2,129,23.6,39,7.1
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Child Protection Plans ending by length of time,291,56,19.2,22,7.6,116,39.9,86,29.6,11,3.8
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Child Protection Plans ending by length of time,325,64,19.7,c,c,145,44.6,69,21.2,c,c
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Child Protection Plans ending by length of time,401,57,14.2,70,17.5,142,35.4,109,27.2,23,5.7
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Child Protection Plans ending by length of time,302,50,16.6,47,15.6,103,34.1,89,29.5,13,4.3
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Child Protection Plans ending by length of time,287,79,27.5,c,c,127,44.3,54,18.8,c,c
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Child Protection Plans ending by length of time,825,127,15.4,105,12.7,364,44.1,205,24.8,24,2.9
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Child Protection Plans ending by length of time,719,93,12.9,112,15.6,383,53.3,109,15.2,22,3.1
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Child Protection Plans ending by length of time,290,35,12.1,38,13.1,157,54.1,53,18.3,7,2.4
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Child Protection Plans ending by length of time,252,70,27.8,52,20.6,70,27.8,60,23.8,0,0
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Child Protection Plans ending by length of time,403,70,17.4,47,11.7,181,44.9,90,22.3,15,3.7
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Child Protection Plans ending by length of time,238,50,21,32,13.4,92,38.7,52,21.8,12,5
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Child Protection Plans ending by length of time,724,84,11.6,73,10.1,371,51.2,189,26.1,7,1
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Child Protection Plans ending by length of time,233,44,18.9,22,9.4,69,29.6,79,33.9,19,8.2
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Child Protection Plans ending by length of time,419,86,20.5,47,11.2,200,47.7,74,17.7,12,2.9
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Child Protection Plans ending by length of time,264,44,16.7,23,8.7,118,44.7,66,25,13,4.9
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Child Protection Plans ending by length of time,757,111,14.7,95,12.5,294,38.8,215,28.4,42,5.5
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Child Protection Plans ending by length of time,633,137,21.6,80,12.6,291,46,109,17.2,16,2.5
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Child Protection Plans ending by length of time,362,100,27.6,c,c,152,42,61,16.9,c,c
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Child Protection Plans ending by length of time,805,110,13.7,72,8.9,349,43.4,248,30.8,26,3.2
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Child Protection Plans ending by length of time,266,58,21.8,48,18,133,50,c,c,c,c
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Child Protection Plans ending by length of time,128,c,c,25,19.5,50,39.1,35,27.3,c,c
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Child Protection Plans ending by length of time,565,73,12.9,52,9.2,228,40.4,183,32.4,29,5.1
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Child Protection Plans ending by length of time,128,c,c,26,20.3,54,42.2,29,22.7,c,c
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Child Protection Plans ending by length of time,157,9,5.7,15,9.6,86,54.8,39,24.8,8,5.1
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Child Protection Plans ending by length of time,312,48,15.4,47,15.1,102,32.7,99,31.7,16,5.1
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Child Protection Plans ending by length of time,638,111,17.4,50,7.8,275,43.1,163,25.5,39,6.1
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Child Protection Plans ending by length of time,649,107,16.5,64,9.9,258,39.8,175,27,45,6.9
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Child Protection Plans ending by length of time,u,u,u,u,u,u,u,u,u,u,u
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Child Protection Plans ending by length of time,265,64,24.2,17,6.4,93,35.1,78,29.4,13,4.9
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Child Protection Plans ending by length of time,1471,82,5.6,126,8.6,742,50.4,448,30.5,73,5
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Child Protection Plans ending by length of time,392,64,16.3,72,18.4,169,43.1,81,20.7,6,1.5
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Child Protection Plans ending by length of time,263,91,34.6,c,c,87,33.1,45,17.1,c,c
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Child Protection Plans ending by length of time,608,75,12.3,37,6.1,294,48.4,193,31.7,9,1.5
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Child Protection Plans ending by length of time,260,53,20.4,38,14.6,98,37.7,63,24.2,8,3.1
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Child Protection Plans ending by length of time,211,44,20.9,24,11.4,89,42.2,36,17.1,18,8.5
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Child Protection Plans ending by length of time,322,34,10.6,27,8.4,180,55.9,70,21.7,11,3.4
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Child Protection Plans ending by length of time,369,50,13.6,46,12.5,162,43.9,87,23.6,24,6.5
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Child Protection Plans ending by length of time,830,83,10,43,5.2,350,42.2,286,34.5,68,8.2
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Child Protection Plans ending by length of time,347,59,17,40,11.5,137,39.5,98,28.2,13,3.7
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Child Protection Plans ending by length of time,915,124,13.6,116,12.7,470,51.4,191,20.9,14,1.5
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Child Protection Plans ending by length of time,196,79,40.3,c,c,74,37.8,24,12.2,c,c
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Child Protection Plans ending by length of time,157,12,7.6,8,5.1,67,42.7,62,39.5,8,5.1
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Child Protection Plans ending by length of time,153,33,21.6,13,8.5,58,37.9,43,28.1,6,3.9
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",Child Protection Plans ending by length of time,643,168,26.1,106,16.5,254,39.5,104,16.2,11,1.7
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Child Protection Plans ending by length of time,428,c,c,75,17.5,195,45.6,97,22.7,c,c
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Child Protection Plans ending by length of time,465,79,17,71,15.3,178,38.3,123,26.5,14,3
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Child Protection Plans ending by length of time,809,175,21.6,100,12.4,330,40.8,187,23.1,17,2.1
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,838,E06000059,Dorset,Child Protection Plans ending by length of time,368,49,13.3,43,11.7,167,45.4,97,26.4,12,3.3
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Child Protection Plans ending by length of time,711,109,15.3,66,9.3,307,43.2,200,28.1,29,4.1
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,Child Protection Plans ending by length of time,0,0,z,0,z,0,z,0,z,0,z
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Child Protection Plans ending by length of time,148,30,20.3,19,12.8,63,42.6,36,24.3,0,0
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Child Protection Plans ending by length of time,300,54,18,42,14,111,37,71,23.7,22,7.3
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E06000066,Somerset,Child Protection Plans ending by length of time,325,65,20,48,14.8,105,32.3,89,27.4,18,5.5
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Child Protection Plans ending by length of time,340,29,8.5,44,12.9,157,46.2,100,29.4,10,2.9
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Child Protection Plans ending by length of time,298,42,14.1,25,8.4,133,44.6,88,29.5,10,3.4
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Child Protection Plans ending by length of time,182,53,29.1,c,c,58,31.9,49,26.9,c,c
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Child Protection Plans ending by length of time,354,44,12.4,27,7.6,177,50,84,23.7,22,6.2
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Child Protection Plans ending by length of time,250,57,22.8,34,13.6,105,42,44,17.6,10,4
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,Child Protection Plans ending by length of time,c,0,0,c,c,0,0,0,0,0,0
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Child Protection Plans ending by length of time,254,62,24.4,c,c,113,44.5,44,17.3,c,c
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Child Protection Plans ending by length of time,154,27,17.5,13,8.4,57,37,42,27.3,15,9.7
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Child Protection Plans ending by length of time,250,32,12.8,26,10.4,115,46,68,27.2,9,3.6
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Child Protection Plans ending by length of time,164,22,13.4,7,4.3,65,39.6,56,34.1,14,8.5
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Child Protection Plans ending by length of time,77,17,22.1,10,13,26,33.8,18,23.4,6,7.8
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Child Protection Plans ending by length of time,413,68,16.5,75,18.2,154,37.3,104,25.2,12,2.9
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Child Protection Plans ending by length of time,313,38,12.1,30,9.6,89,28.4,116,37.1,40,12.8
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Child Protection Plans ending by length of time,442,87,19.7,59,13.3,194,43.9,93,21,9,2
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Child Protection Plans ending by length of time,365,83,22.7,34,9.3,171,46.8,71,19.5,6,1.6
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Child Protection Plans ending by length of time,314,66,21,c,c,138,43.9,87,27.7,c,c
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Child Protection Plans ending by length of time,155,26,16.8,11,7.1,78,50.3,32,20.6,8,5.2
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Child Protection Plans ending by length of time,112,24,21.4,16,14.3,30,26.8,35,31.3,7,6.3
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Child Protection Plans ending by length of time,410,44,10.7,44,10.7,147,35.9,140,34.1,35,8.5
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Child Protection Plans ending by length of time,297,29,9.8,31,10.4,121,40.7,103,34.7,13,4.4
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Child Protection Plans ending by length of time,310,52,16.8,33,10.6,139,44.8,80,25.8,6,1.9
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Child Protection Plans ending by length of time,432,58,13.4,37,8.6,205,47.5,100,23.1,32,7.4
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Child Protection Plans ending by length of time,425,78,18.4,42,9.9,189,44.5,108,25.4,8,1.9
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Child Protection Plans ending by length of time,448,62,13.8,36,8,181,40.4,138,30.8,31,6.9
