time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,category,CPP_At31,3_months_or_less,3_months_or_less_percent,more_than_3_months_6_months,more_than_3_months_6_months_percent,more_than_6_months_less_than_1_year,more_than_6_months_less_than_1_year_percent,1_year_less_than_2_years,1_year_less_than_2_years_percent,2_years_or_more,2_years_or_more_percent
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Child Protection Plans by length of time,430,171,39.8,88,20.5,112,26,59,13.7,0,0
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Child Protection Plans by length of time,429,121,28.2,121,28.2,96,22.4,70,16.3,21,4.9
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Child Protection Plans by length of time,350,135,38.6,80,22.9,80,22.9,c,c,c,c
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,940,E06000061,North Northamptonshire,Child Protection Plans by length of time,331,138,41.7,68,20.5,92,27.8,c,c,c,c
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Child Protection Plans by length of time,403,101,25.1,74,18.4,120,29.8,90,22.3,18,4.5
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Child Protection Plans by length of time,510,127,24.9,130,25.5,150,29.4,95,18.6,8,1.6
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Child Protection Plans by length of time,26,10,38.5,10,38.5,c,c,c,c,0,0
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,941,E06000062,West Northamptonshire,Child Protection Plans by length of time,356,103,28.9,84,23.6,140,39.3,c,c,c,c
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Child Protection Plans by length of time,1428,419,29.3,329,23,459,32.1,196,13.7,25,1.8
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Child Protection Plans by length of time,511,173,33.9,87,17,138,27,94,18.4,19,3.7
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Child Protection Plans by length of time,228,109,47.8,66,28.9,16,7,30,13.2,7,3.1
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Child Protection Plans by length of time,203,38,18.7,58,28.6,78,38.4,c,c,c,c
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Child Protection Plans by length of time,463,88,19,130,28.1,160,34.6,69,14.9,16,3.5
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Child Protection Plans by length of time,188,48,25.5,35,18.6,57,30.3,40,21.3,8,4.3
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Child Protection Plans by length of time,192,72,37.5,59,30.7,36,18.8,25,13,0,0
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Child Protection Plans by length of time,654,207,31.7,148,22.6,161,24.6,124,19,14,2.1
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Child Protection Plans by length of time,514,174,33.9,169,32.9,104,20.2,58,11.3,9,1.8
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Child Protection Plans by length of time,152,54,35.5,23,15.1,47,30.9,21,13.8,7,4.6
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Child Protection Plans by length of time,199,48,24.1,52,26.1,62,31.2,c,c,c,c
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Child Protection Plans by length of time,366,103,28.1,86,23.5,116,31.7,c,c,c,c
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Child Protection Plans by length of time,228,60,26.3,38,16.7,53,23.2,61,26.8,16,7
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Child Protection Plans by length of time,596,224,37.6,169,28.4,130,21.8,67,11.2,6,1
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Child Protection Plans by length of time,161,27,16.8,16,9.9,46,28.6,59,36.6,13,8.1
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Child Protection Plans by length of time,389,163,41.9,116,29.8,82,21.1,c,c,c,c
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Child Protection Plans by length of time,242,75,31,70,28.9,70,28.9,18,7.4,9,3.7
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Child Protection Plans by length of time,625,139,22.2,130,20.8,206,33,120,19.2,30,4.8
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Child Protection Plans by length of time,378,122,32.3,119,31.5,95,25.1,42,11.1,0,0
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Child Protection Plans by length of time,231,76,32.9,68,29.4,61,26.4,26,11.3,0,0
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Child Protection Plans by length of time,484,119,24.6,106,21.9,138,28.5,106,21.9,15,3.1
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Child Protection Plans by length of time,277,129,46.6,56,20.2,68,24.5,c,c,c,c
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Child Protection Plans by length of time,92,22,23.9,c,c,30,32.6,23,25,c,c
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Child Protection Plans by length of time,373,83,22.3,90,24.1,109,29.2,84,22.5,7,1.9
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Child Protection Plans by length of time,144,40,27.8,37,25.7,41,28.5,c,c,c,c
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Child Protection Plans by length of time,112,25,22.3,42,37.5,18,16.1,20,17.9,7,6.3
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Child Protection Plans by length of time,262,70,26.7,c,c,67,25.6,61,23.3,c,c
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Child Protection Plans by length of time,430,131,30.5,127,29.5,76,17.7,68,15.8,28,6.5
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Child Protection Plans by length of time,685,153,22.3,160,23.4,156,22.8,162,23.6,54,7.9
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Child Protection Plans by length of time,u,u,u,u,u,u,u,u,u,u,u
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Child Protection Plans by length of time,184,32,17.4,35,19,64,34.8,53,28.8,0,0
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Child Protection Plans by length of time,1211,357,29.5,290,23.9,332,27.4,209,17.3,23,1.9
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Child Protection Plans by length of time,281,98,34.9,67,23.8,63,22.4,c,c,c,c
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Child Protection Plans by length of time,193,78,40.4,53,27.5,31,16.1,c,c,c,c
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Child Protection Plans by length of time,532,184,34.6,104,19.5,131,24.6,100,18.8,13,2.4
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Child Protection Plans by length of time,227,93,41,45,19.8,60,26.4,c,c,c,c
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Child Protection Plans by length of time,235,49,20.9,75,31.9,57,24.3,45,19.1,9,3.8
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Child Protection Plans by length of time,195,55,28.2,50,25.6,51,26.2,c,c,c,c
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Child Protection Plans by length of time,276,64,23.2,63,22.8,81,29.3,57,20.7,11,4
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Child Protection Plans by length of time,579,148,25.6,132,22.8,170,29.4,92,15.9,37,6.4
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Child Protection Plans by length of time,191,36,18.8,28,14.7,65,34,51,26.7,11,5.8
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Child Protection Plans by length of time,644,188,29.2,166,25.8,165,25.6,112,17.4,13,2
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Child Protection Plans by length of time,99,33,33.3,24,24.2,27,27.3,9,9.1,6,6.1
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Child Protection Plans by length of time,125,39,31.2,29,23.2,c,c,28,22.4,c,c
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Child Protection Plans by length of time,141,33,23.4,36,25.5,35,24.8,c,c,c,c
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",Child Protection Plans by length of time,555,146,26.3,148,26.7,156,28.1,91,16.4,14,2.5
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Child Protection Plans by length of time,416,140,33.7,96,23.1,89,21.4,c,c,c,c
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Child Protection Plans by length of time,380,94,24.7,76,20,106,27.9,78,20.5,26,6.8
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Child Protection Plans by length of time,468,140,29.9,117,25,135,28.8,c,c,c,c
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,838,E06000059,Dorset,Child Protection Plans by length of time,296,98,33.1,74,25,74,25,43,14.5,7,2.4
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Child Protection Plans by length of time,601,126,21,163,27.1,236,39.3,63,10.5,13,2.2
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,Child Protection Plans by length of time,0,0,z,0,z,0,z,0,z,0,z
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Child Protection Plans by length of time,131,38,29,24,18.3,51,38.9,c,c,c,c
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Child Protection Plans by length of time,299,156,52.2,68,22.7,42,14,33,11,0,0
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E06000066,Somerset,Child Protection Plans by length of time,325,129,39.7,72,22.2,82,25.2,c,c,c,c
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Child Protection Plans by length of time,244,71,29.1,62,25.4,50,20.5,54,22.1,7,2.9
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Child Protection Plans by length of time,162,44,27.2,30,18.5,58,35.8,c,c,c,c
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Child Protection Plans by length of time,163,40,24.5,50,30.7,38,23.3,24,14.7,11,6.7
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Child Protection Plans by length of time,331,98,29.6,102,30.8,79,23.9,c,c,c,c
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Child Protection Plans by length of time,166,50,30.1,37,22.3,48,28.9,c,c,c,c
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,Child Protection Plans by length of time,c,c,c,c,c,0,0,0,0,0,0
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Child Protection Plans by length of time,215,72,33.5,55,25.6,63,29.3,c,c,c,c
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Child Protection Plans by length of time,127,42,33.1,30,23.6,33,26,c,c,c,c
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Child Protection Plans by length of time,180,52,28.9,38,21.1,43,23.9,40,22.2,7,3.9
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Child Protection Plans by length of time,181,c,c,44,24.3,61,33.7,39,21.5,c,c
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Child Protection Plans by length of time,76,29,38.2,26,34.2,c,c,c,c,0,0
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Child Protection Plans by length of time,305,73,23.9,67,22,99,32.5,53,17.4,13,4.3
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Child Protection Plans by length of time,284,72,25.4,77,27.1,54,19,48,16.9,33,11.6
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Child Protection Plans by length of time,304,102,33.6,69,22.7,99,32.6,28,9.2,6,2
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Child Protection Plans by length of time,269,81,30.1,76,28.3,82,30.5,c,c,c,c
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Child Protection Plans by length of time,305,107,35.1,90,29.5,81,26.6,c,c,c,c
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Child Protection Plans by length of time,79,11,13.9,15,19,9,11.4,34,43,10,12.7
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Child Protection Plans by length of time,93,32,34.4,21,22.6,29,31.2,11,11.8,0,0
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Child Protection Plans by length of time,250,66,26.4,54,21.6,67,26.8,48,19.2,15,6
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Child Protection Plans by length of time,253,86,34,44,17.4,70,27.7,44,17.4,9,3.6
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Child Protection Plans by length of time,216,62,28.7,65,30.1,43,19.9,40,18.5,6,2.8
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Child Protection Plans by length of time,361,102,28.3,71,19.7,114,31.6,63,17.5,11,3
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Child Protection Plans by length of time,306,81,26.5,93,30.4,85,27.8,36,11.8,11,3.6
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Child Protection Plans by length of time,610,139,22.8,139,22.8,157,25.7,157,25.7,18,3
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Child Protection Plans by length of time,309,112,36.2,79,25.6,79,25.6,31,10,8,2.6
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Child Protection Plans by length of time,305,104,34.1,64,21,100,32.8,30,9.8,7,2.3
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Child Protection Plans by length of time,273,71,26,c,c,68,24.9,72,26.4,c,c
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Child Protection Plans by length of time,290,94,32.4,83,28.6,70,24.1,34,11.7,9,3.1
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Child Protection Plans by length of time,295,86,29.2,73,24.7,83,28.1,35,11.9,18,6.1
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Child Protection Plans by length of time,252,73,29,58,23,69,27.4,41,16.3,11,4.4
