time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,category,CPP_start,Neglect_Initial,Physical_Initial,Sexual_Initial,Emotional_Initial,Multiple_Initial,Neglect_Latest,Physical_Latest,Sexual_Latest,Emotional_Latest,Multiple_Latest
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Child Protection Plans by Initial and Latest Category of Abuse,325,128,24,c,159,c,122,24,c,165,c
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Child Protection Plans by Initial and Latest Category of Abuse,223,132,36,c,39,c,128,38,c,48,c
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Child Protection Plans by Initial and Latest Category of Abuse,332,90,22,8,212,0,90,21,6,215,0
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Child Protection Plans by Initial and Latest Category of Abuse,467,253,33,16,165,0,247,33,14,173,0
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Child Protection Plans by Initial and Latest Category of Abuse,246,107,c,c,135,0,92,c,7,142,c
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Child Protection Plans by Initial and Latest Category of Abuse,217,77,7,22,111,0,75,10,22,110,0
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,943,E06000064,Westmorland and Furness,Child Protection Plans by Initial and Latest Category of Abuse,284,87,22,c,168,c,92,20,c,165,c
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Child Protection Plans by Initial and Latest Category of Abuse,417,126,c,21,250,c,126,c,18,252,c
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Child Protection Plans by Initial and Latest Category of Abuse,366,182,21,9,154,0,165,16,c,172,c
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Child Protection Plans by Initial and Latest Category of Abuse,509,349,24,14,122,0,322,16,14,157,0
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Child Protection Plans by Initial and Latest Category of Abuse,984,319,139,45,481,0,308,119,44,513,0
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Child Protection Plans by Initial and Latest Category of Abuse,272,124,20,10,118,0,129,13,10,120,0
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Child Protection Plans by Initial and Latest Category of Abuse,383,218,34,6,125,0,185,29,6,163,0
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Child Protection Plans by Initial and Latest Category of Abuse,398,111,59,33,195,0,111,51,36,200,0
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Child Protection Plans by Initial and Latest Category of Abuse,629,241,87,22,231,48,237,67,26,246,53
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Child Protection Plans by Initial and Latest Category of Abuse,655,342,63,31,219,0,331,61,32,231,0
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Child Protection Plans by Initial and Latest Category of Abuse,855,225,194,31,405,0,214,187,31,423,0
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Child Protection Plans by Initial and Latest Category of Abuse,258,109,28,8,113,0,109,24,6,119,0
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Child Protection Plans by Initial and Latest Category of Abuse,113,44,c,c,47,0,46,c,c,45,0
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E06000065,North Yorkshire,Child Protection Plans by Initial and Latest Category of Abuse,537,224,42,32,221,18,221,40,27,237,12
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Child Protection Plans by Initial and Latest Category of Abuse,401,142,35,20,204,0,152,38,17,194,0
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Child Protection Plans by Initial and Latest Category of Abuse,663,240,51,28,335,9,238,45,25,341,14
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Child Protection Plans by Initial and Latest Category of Abuse,583,441,25,16,101,0,400,15,11,157,0
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Child Protection Plans by Initial and Latest Category of Abuse,154,59,c,c,78,0,58,c,c,75,0
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Child Protection Plans by Initial and Latest Category of Abuse,295,215,19,6,55,0,202,c,c,64,0
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Child Protection Plans by Initial and Latest Category of Abuse,941,637,85,39,180,0,645,82,32,182,0
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Child Protection Plans by Initial and Latest Category of Abuse,500,168,188,c,109,c,168,183,c,113,c
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Child Protection Plans by Initial and Latest Category of Abuse,553,286,29,23,149,66,299,23,22,154,55
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Child Protection Plans by Initial and Latest Category of Abuse,496,416,18,11,51,0,413,14,16,53,0
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,940,E06000061,North Northamptonshire,Child Protection Plans by Initial and Latest Category of Abuse,480,228,32,22,198,0,220,32,21,207,0
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Child Protection Plans by Initial and Latest Category of Abuse,416,196,46,23,151,0,192,38,23,163,0
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Child Protection Plans by Initial and Latest Category of Abuse,680,304,34,11,159,172,310,25,12,178,155
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Child Protection Plans by Initial and Latest Category of Abuse,39,27,0,0,12,0,27,0,0,12,0
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,941,E06000062,West Northamptonshire,Child Protection Plans by Initial and Latest Category of Abuse,494,264,23,31,176,0,263,21,31,179,0
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Child Protection Plans by Initial and Latest Category of Abuse,1836,697,166,55,918,0,678,149,48,961,0
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Child Protection Plans by Initial and Latest Category of Abuse,578,225,49,c,265,c,218,38,c,282,c
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Child Protection Plans by Initial and Latest Category of Abuse,277,108,22,15,132,0,108,21,c,137,c
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Child Protection Plans by Initial and Latest Category of Abuse,305,118,c,c,166,0,97,c,c,188,0
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Child Protection Plans by Initial and Latest Category of Abuse,526,268,23,c,219,c,279,21,12,214,0
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Child Protection Plans by Initial and Latest Category of Abuse,252,114,28,6,104,0,117,7,6,122,0
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Child Protection Plans by Initial and Latest Category of Abuse,296,92,46,c,151,c,94,45,c,151,c
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Child Protection Plans by Initial and Latest Category of Abuse,766,530,14,30,192,0,524,15,28,199,0
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Child Protection Plans by Initial and Latest Category of Abuse,714,369,37,23,285,0,327,30,20,337,0
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Child Protection Plans by Initial and Latest Category of Abuse,201,93,27,9,72,0,82,23,9,87,0
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Child Protection Plans by Initial and Latest Category of Abuse,285,103,c,c,149,0,113,c,c,149,0
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Child Protection Plans by Initial and Latest Category of Abuse,463,278,11,10,122,42,261,12,6,141,43
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Child Protection Plans by Initial and Latest Category of Abuse,234,169,c,c,48,0,167,c,c,50,0
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Child Protection Plans by Initial and Latest Category of Abuse,753,465,16,40,232,0,445,c,41,254,c
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Child Protection Plans by Initial and Latest Category of Abuse,177,103,10,c,53,c,104,10,c,52,c
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Child Protection Plans by Initial and Latest Category of Abuse,519,247,33,24,215,0,236,27,c,233,c
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Child Protection Plans by Initial and Latest Category of Abuse,294,131,29,17,71,46,148,40,22,84,0
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Child Protection Plans by Initial and Latest Category of Abuse,714,268,14,28,112,292,250,36,37,133,258
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Child Protection Plans by Initial and Latest Category of Abuse,569,238,36,6,289,0,229,31,6,303,0
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Child Protection Plans by Initial and Latest Category of Abuse,387,148,31,22,164,22,151,31,22,156,27
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Child Protection Plans by Initial and Latest Category of Abuse,589,317,58,23,191,0,300,45,c,220,c
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Child Protection Plans by Initial and Latest Category of Abuse,412,239,27,28,118,0,229,c,26,140,c
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Child Protection Plans by Initial and Latest Category of Abuse,108,84,0,c,c,0,79,0,c,c,c
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Child Protection Plans by Initial and Latest Category of Abuse,425,311,7,13,94,0,302,8,14,101,0
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Child Protection Plans by Initial and Latest Category of Abuse,165,134,c,c,21,0,125,12,c,25,c
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Child Protection Plans by Initial and Latest Category of Abuse,119,92,c,c,17,0,85,c,c,25,0
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Child Protection Plans by Initial and Latest Category of Abuse,285,106,c,c,163,0,106,c,c,163,0
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Child Protection Plans by Initial and Latest Category of Abuse,542,384,12,8,138,0,355,7,8,172,0
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Child Protection Plans by Initial and Latest Category of Abuse,675,300,c,47,302,c,296,c,47,306,c
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Child Protection Plans by Initial and Latest Category of Abuse,u,u,u,u,u,u,u,u,u,u,u
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Child Protection Plans by Initial and Latest Category of Abuse,233,175,6,15,37,0,157,6,15,55,0
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Child Protection Plans by Initial and Latest Category of Abuse,1349,740,106,c,456,c,735,102,47,465,0
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Child Protection Plans by Initial and Latest Category of Abuse,385,190,6,14,175,0,172,c,c,193,0
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Child Protection Plans by Initial and Latest Category of Abuse,286,181,17,6,82,0,176,18,c,85,c
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Child Protection Plans by Initial and Latest Category of Abuse,580,329,29,27,195,0,313,25,30,212,0
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Child Protection Plans by Initial and Latest Category of Abuse,305,132,59,0,114,0,123,54,0,128,0
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Child Protection Plans by Initial and Latest Category of Abuse,263,158,13,9,83,0,157,13,9,84,0
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Child Protection Plans by Initial and Latest Category of Abuse,259,161,19,0,79,0,136,c,0,109,c
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Child Protection Plans by Initial and Latest Category of Abuse,328,167,28,16,117,0,173,28,15,112,0
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Child Protection Plans by Initial and Latest Category of Abuse,634,367,32,c,217,c,342,32,c,241,c
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Child Protection Plans by Initial and Latest Category of Abuse,204,41,c,c,130,0,39,c,c,132,0
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Child Protection Plans by Initial and Latest Category of Abuse,836,450,45,41,276,24,450,45,41,276,24
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Child Protection Plans by Initial and Latest Category of Abuse,189,81,6,7,95,0,82,6,7,94,0
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Child Protection Plans by Initial and Latest Category of Abuse,125,68,c,c,41,0,63,c,c,45,0
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Child Protection Plans by Initial and Latest Category of Abuse,155,84,6,0,65,0,83,c,0,c,0
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",Child Protection Plans by Initial and Latest Category of Abuse,701,288,130,22,261,0,278,121,18,284,0
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Child Protection Plans by Initial and Latest Category of Abuse,503,169,39,14,274,7,171,32,14,279,7
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Child Protection Plans by Initial and Latest Category of Abuse,440,284,42,18,96,0,279,41,22,98,0
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Child Protection Plans by Initial and Latest Category of Abuse,668,282,56,32,298,0,288,52,31,297,0
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,838,E06000059,Dorset,Child Protection Plans by Initial and Latest Category of Abuse,357,146,47,17,147,0,144,46,12,155,0
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Child Protection Plans by Initial and Latest Category of Abuse,782,424,32,17,302,7,413,31,c,317,c
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,Child Protection Plans by Initial and Latest Category of Abuse,0,0,0,0,0,0,0,0,0,0,0
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Child Protection Plans by Initial and Latest Category of Abuse,171,96,14,c,49,c,94,14,c,53,c
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Child Protection Plans by Initial and Latest Category of Abuse,369,187,33,30,119,0,187,33,30,119,0
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E06000066,Somerset,Child Protection Plans by Initial and Latest Category of Abuse,395,212,8,c,164,c,212,8,8,167,0
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Child Protection Plans by Initial and Latest Category of Abuse,267,154,8,10,95,0,159,c,c,94,0
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Child Protection Plans by Initial and Latest Category of Abuse,266,124,27,11,104,0,124,27,11,104,0
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Child Protection Plans by Initial and Latest Category of Abuse,193,123,c,c,24,39,126,c,c,23,37
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Child Protection Plans by Initial and Latest Category of Abuse,398,161,27,14,196,0,148,23,c,212,c
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Child Protection Plans by Initial and Latest Category of Abuse,241,94,20,7,90,30,95,20,c,101,c
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,Child Protection Plans by Initial and Latest Category of Abuse,c,c,0,0,c,0,c,0,0,c,0
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Child Protection Plans by Initial and Latest Category of Abuse,288,96,19,10,163,0,94,21,8,165,0
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Child Protection Plans by Initial and Latest Category of Abuse,149,56,c,c,62,0,57,c,c,61,0
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Child Protection Plans by Initial and Latest Category of Abuse,203,77,8,c,109,c,72,6,c,118,c
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Child Protection Plans by Initial and Latest Category of Abuse,176,62,11,23,80,0,61,10,23,82,0
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Child Protection Plans by Initial and Latest Category of Abuse,111,19,18,c,68,c,22,17,c,68,c
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Child Protection Plans by Initial and Latest Category of Abuse,414,126,81,25,182,0,126,81,25,182,0
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Child Protection Plans by Initial and Latest Category of Abuse,276,138,15,c,108,c,134,9,10,115,8
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Child Protection Plans by Initial and Latest Category of Abuse,452,223,20,12,191,6,202,21,c,214,c
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Child Protection Plans by Initial and Latest Category of Abuse,393,131,36,16,210,0,139,33,16,205,0
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Child Protection Plans by Initial and Latest Category of Abuse,405,215,38,11,141,0,224,31,17,133,0
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Child Protection Plans by Initial and Latest Category of Abuse,55,36,c,c,16,0,36,c,c,14,0
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Child Protection Plans by Initial and Latest Category of Abuse,120,53,c,c,54,0,56,c,c,52,0
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Child Protection Plans by Initial and Latest Category of Abuse,273,114,48,8,103,0,114,39,8,112,0
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Child Protection Plans by Initial and Latest Category of Abuse,266,136,32,13,85,0,131,30,13,92,0
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Child Protection Plans by Initial and Latest Category of Abuse,267,120,31,11,105,0,121,30,11,105,0
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Child Protection Plans by Initial and Latest Category of Abuse,433,207,59,6,161,0,188,51,6,188,0
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Child Protection Plans by Initial and Latest Category of Abuse,416,234,15,7,160,0,215,14,c,180,c
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Child Protection Plans by Initial and Latest Category of Abuse,562,275,42,20,225,0,242,36,16,268,0
