time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,category,CPP_start,CPP_subsequent,CPP_subsequent_percent
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Child Protection Plans which are a second or subsequent plan,332,63,19
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Child Protection Plans which are a second or subsequent plan,467,117,25.1
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Child Protection Plans which are a second or subsequent plan,246,98,39.8
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Child Protection Plans which are a second or subsequent plan,217,44,20.3
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,943,E06000064,Westmorland and Furness,Child Protection Plans which are a second or subsequent plan,284,69,24.3
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Child Protection Plans which are a second or subsequent plan,417,116,27.8
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Child Protection Plans which are a second or subsequent plan,366,80,21.9
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Child Protection Plans which are a second or subsequent plan,509,151,29.7
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Child Protection Plans which are a second or subsequent plan,984,209,21.2
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Child Protection Plans which are a second or subsequent plan,272,70,25.7
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Child Protection Plans which are a second or subsequent plan,383,85,22.2
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Child Protection Plans which are a second or subsequent plan,398,80,20.1
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Child Protection Plans which are a second or subsequent plan,629,182,28.9
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Child Protection Plans which are a second or subsequent plan,655,134,20.5
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Child Protection Plans which are a second or subsequent plan,855,214,25
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Child Protection Plans which are a second or subsequent plan,258,72,27.9
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Child Protection Plans which are a second or subsequent plan,113,18,15.9
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E06000065,North Yorkshire,Child Protection Plans which are a second or subsequent plan,537,134,25
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Child Protection Plans which are a second or subsequent plan,401,103,25.7
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Child Protection Plans which are a second or subsequent plan,663,145,21.9
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Child Protection Plans which are a second or subsequent plan,583,127,21.8
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Child Protection Plans which are a second or subsequent plan,154,51,33.1
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Child Protection Plans which are a second or subsequent plan,295,80,27.1
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Child Protection Plans which are a second or subsequent plan,941,238,25.3
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Child Protection Plans which are a second or subsequent plan,500,97,19.4
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Child Protection Plans which are a second or subsequent plan,553,149,26.9
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Child Protection Plans which are a second or subsequent plan,496,87,17.5
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,940,E06000061,North Northamptonshire,Child Protection Plans which are a second or subsequent plan,480,130,27.1
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Child Protection Plans which are a second or subsequent plan,416,148,35.6
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Child Protection Plans which are a second or subsequent plan,680,169,24.9
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Child Protection Plans which are a second or subsequent plan,39,9,23.1
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,941,E06000062,West Northamptonshire,Child Protection Plans which are a second or subsequent plan,494,168,34
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Child Protection Plans which are a second or subsequent plan,1836,469,25.5
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Child Protection Plans which are a second or subsequent plan,578,157,27.2
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Child Protection Plans which are a second or subsequent plan,277,73,26.4
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Child Protection Plans which are a second or subsequent plan,305,102,33.4
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Child Protection Plans which are a second or subsequent plan,526,157,29.8
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Child Protection Plans which are a second or subsequent plan,252,34,13.5
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Child Protection Plans which are a second or subsequent plan,296,69,23.3
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Child Protection Plans which are a second or subsequent plan,766,173,22.6
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Child Protection Plans which are a second or subsequent plan,714,199,27.9
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Child Protection Plans which are a second or subsequent plan,201,46,22.9
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Child Protection Plans which are a second or subsequent plan,285,86,30.2
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Child Protection Plans which are a second or subsequent plan,463,93,20.1
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Child Protection Plans which are a second or subsequent plan,234,64,27.4
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Child Protection Plans which are a second or subsequent plan,753,202,26.8
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Child Protection Plans which are a second or subsequent plan,177,32,18.1
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Child Protection Plans which are a second or subsequent plan,519,131,25.2
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Child Protection Plans which are a second or subsequent plan,294,47,16
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Child Protection Plans which are a second or subsequent plan,714,163,22.8
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Child Protection Plans which are a second or subsequent plan,569,148,26
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Child Protection Plans which are a second or subsequent plan,387,82,21.2
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Child Protection Plans which are a second or subsequent plan,589,132,22.4
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Child Protection Plans which are a second or subsequent plan,412,93,22.6
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Child Protection Plans which are a second or subsequent plan,108,31,28.7
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Child Protection Plans which are a second or subsequent plan,425,57,13.4
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Child Protection Plans which are a second or subsequent plan,165,47,28.5
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Child Protection Plans which are a second or subsequent plan,119,28,23.5
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Child Protection Plans which are a second or subsequent plan,285,69,24.2
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Child Protection Plans which are a second or subsequent plan,542,154,28.4
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Child Protection Plans which are a second or subsequent plan,675,182,27
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Child Protection Plans which are a second or subsequent plan,u,u,u
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Child Protection Plans which are a second or subsequent plan,233,45,19.3
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Child Protection Plans which are a second or subsequent plan,1349,267,19.8
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Child Protection Plans which are a second or subsequent plan,385,102,26.5
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Child Protection Plans which are a second or subsequent plan,286,66,23.1
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Child Protection Plans which are a second or subsequent plan,580,160,27.6
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Child Protection Plans which are a second or subsequent plan,305,91,29.8
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Child Protection Plans which are a second or subsequent plan,263,79,30
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Child Protection Plans which are a second or subsequent plan,259,51,19.7
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Child Protection Plans which are a second or subsequent plan,328,96,29.3
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Child Protection Plans which are a second or subsequent plan,634,186,29.3
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Child Protection Plans which are a second or subsequent plan,204,62,30.4
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Child Protection Plans which are a second or subsequent plan,836,216,25.8
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Child Protection Plans which are a second or subsequent plan,189,57,30.2
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Child Protection Plans which are a second or subsequent plan,125,27,21.6
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Child Protection Plans which are a second or subsequent plan,155,51,32.9
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",Child Protection Plans which are a second or subsequent plan,701,178,25.4
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Child Protection Plans which are a second or subsequent plan,503,161,32
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Child Protection Plans which are a second or subsequent plan,440,121,27.5
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Child Protection Plans which are a second or subsequent plan,668,198,29.6
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,838,E06000059,Dorset,Child Protection Plans which are a second or subsequent plan,357,104,29.1
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Child Protection Plans which are a second or subsequent plan,782,273,34.9
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,Child Protection Plans which are a second or subsequent plan,0,0,z
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Child Protection Plans which are a second or subsequent plan,171,37,21.6
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Child Protection Plans which are a second or subsequent plan,369,111,30.1
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E06000066,Somerset,Child Protection Plans which are a second or subsequent plan,395,92,23.3
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Child Protection Plans which are a second or subsequent plan,267,72,27
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Child Protection Plans which are a second or subsequent plan,266,72,27.1
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Child Protection Plans which are a second or subsequent plan,193,56,29
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Child Protection Plans which are a second or subsequent plan,398,102,25.6
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Child Protection Plans which are a second or subsequent plan,241,77,32
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,Child Protection Plans which are a second or subsequent plan,c,c,c
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Child Protection Plans which are a second or subsequent plan,288,60,20.8
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Child Protection Plans which are a second or subsequent plan,149,23,15.4
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Child Protection Plans which are a second or subsequent plan,203,48,23.6
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Child Protection Plans which are a second or subsequent plan,176,47,26.7
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Child Protection Plans which are a second or subsequent plan,111,11,9.9
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Child Protection Plans which are a second or subsequent plan,414,91,22
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Child Protection Plans which are a second or subsequent plan,276,56,20.3
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Child Protection Plans which are a second or subsequent plan,452,83,18.4
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Child Protection Plans which are a second or subsequent plan,393,98,24.9
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Child Protection Plans which are a second or subsequent plan,405,115,28.4
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Child Protection Plans which are a second or subsequent plan,55,23,41.8
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Child Protection Plans which are a second or subsequent plan,120,17,14.2
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Child Protection Plans which are a second or subsequent plan,273,51,18.7
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Child Protection Plans which are a second or subsequent plan,266,55,20.7
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Child Protection Plans which are a second or subsequent plan,267,57,21.3
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Child Protection Plans which are a second or subsequent plan,433,54,12.5
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Child Protection Plans which are a second or subsequent plan,416,83,20
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Child Protection Plans which are a second or subsequent plan,562,126,22.4
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Child Protection Plans which are a second or subsequent plan,353,76,21.5
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Child Protection Plans which are a second or subsequent plan,405,86,21.2
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Child Protection Plans which are a second or subsequent plan,288,57,19.8
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Child Protection Plans which are a second or subsequent plan,367,69,18.8
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Child Protection Plans which are a second or subsequent plan,357,82,23
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Child Protection Plans which are a second or subsequent plan,277,68,24.5
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Child Protection Plans which are a second or subsequent plan,298,47,15.8
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Child Protection Plans which are a second or subsequent plan,186,39,21
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Child Protection Plans which are a second or subsequent plan,151,33,21.9
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Child Protection Plans which are a second or subsequent plan,337,47,13.9
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Child Protection Plans which are a second or subsequent plan,143,32,22.4
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Child Protection Plans which are a second or subsequent plan,255,78,30.6
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Child Protection Plans which are a second or subsequent plan,253,49,19.4
2023,Reporting year,National,E92000001,England,,,,,,Child Protection Plans which are a second or subsequent plan,63870,15050,23.6
2023,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Child Protection Plans which are a second or subsequent plan,4640,1140,24.6
2023,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Child Protection Plans which are a second or subsequent plan,9320,2210,23.8
2023,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Child Protection Plans which are a second or subsequent plan,7450,1740,23.3
2023,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Child Protection Plans which are a second or subsequent plan,5230,1300,24.8
2023,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Child Protection Plans which are a second or subsequent plan,7670,1860,24.3
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Child Protection Plans which are a second or subsequent plan,4440,1020,22.9
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,Child Protection Plans which are a second or subsequent plan,9240,1830,19.8
2023,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Child Protection Plans which are a second or subsequent plan,10280,2590,25.1
2023,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Child Protection Plans which are a second or subsequent plan,5600,1360,24.3
2023,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Child Protection Plans which are a second or subsequent plan,3220,680,21.1
2023,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Child Protection Plans which are a second or subsequent plan,6020,1150,19
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Child Protection Plans which are a second or subsequent plan,763,163,21.4
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Child Protection Plans which are a second or subsequent plan,131,25,19.1
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Child Protection Plans which are a second or subsequent plan,299,62,20.7
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Child Protection Plans which are a second or subsequent plan,248,52,21
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Child Protection Plans which are a second or subsequent plan,539,162,30.1
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Child Protection Plans which are a second or subsequent plan,410,100,24.4
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Child Protection Plans which are a second or subsequent plan,260,68,26.2
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Child Protection Plans which are a second or subsequent plan,545,141,25.9
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Child Protection Plans which are a second or subsequent plan,377,85,22.5
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Child Protection Plans which are a second or subsequent plan,279,90,32.3
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Child Protection Plans which are a second or subsequent plan,304,56,18.4
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Child Protection Plans which are a second or subsequent plan,484,138,28.5
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Child Protection Plans which are a second or subsequent plan,203,53,26.1
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Child Protection Plans which are a second or subsequent plan,373,82,22
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Child Protection Plans which are a second or subsequent plan,463,92,19.9
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Child Protection Plans which are a second or subsequent plan,241,35,14.5
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Child Protection Plans which are a second or subsequent plan,305,61,20
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Child Protection Plans which are a second or subsequent plan,340,76,22.4
