time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,category,Referrals,Referrals_rate,Re_referrals,Re_referrals_percent,No_Further_Action,No_Further_Action_percent,Not_in_Need,Not_in_Need_percent,Referrals_child,Referrals_child_rate,Re_referrals_child,Re_referrals_child_percent
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Referrals and Re-referrals,1256,356.3,164,13.1,48,3.8,225,17.9,1184,335.9,154,13
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Referrals and Re-referrals,6419,250.7,1066,16.6,240,3.7,1887,29.4,5865,229,917,15.6
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Referrals and Re-referrals,8050,839,1927,23.9,1028,12.8,3232,40.1,6744,702.8,1545,22.9
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Referrals and Re-referrals,6525,502.8,1222,18.7,414,6.3,825,12.6,5927,456.7,1074,18.1
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Referrals and Re-referrals,5481,870.1,1385,25.3,90,1.6,902,16.5,4815,764.3,1142,23.7
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Referrals and Re-referrals,3126,554.5,754,24.1,210,6.7,252,8.1,2828,501.6,659,23.3
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Referrals and Re-referrals,4538,739.4,1151,25.4,c,c,1961,43.2,3966,646.2,984,24.8
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Referrals and Re-referrals,3354,621.5,784,23.4,153,4.6,1085,32.3,3008,557.3,685,22.8
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Referrals and Re-referrals,2298,619.3,536,23.3,160,7,783,34.1,2033,547.9,471,23.2
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Referrals and Re-referrals,3447,537.7,719,20.9,191,5.5,767,22.3,3065,478.1,606,19.8
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Referrals and Re-referrals,3797,729.8,848,22.3,106,2.8,1591,41.9,3317,637.5,716,21.6
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Referrals and Re-referrals,1888,337.1,385,20.4,94,5,499,26.4,1679,299.7,332,19.8
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Referrals and Re-referrals,1691,383,278,16.4,9,0.5,301,17.8,1596,361.5,256,16
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,943,E06000064,Westmorland and Furness,Referrals and Re-referrals,1386,355.6,103,7.4,131,9.5,303,21.9,1283,329.2,92,7.2
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Referrals and Re-referrals,3744,530.7,913,24.4,42,1.1,897,24,3353,475.3,784,23.4
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Referrals and Re-referrals,4152,630.3,958,23.1,312,7.5,1400,33.7,3679,558.5,800,21.7
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Referrals and Re-referrals,3114,610,696,22.4,190,6.1,907,29.1,2772,543,596,21.5
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Referrals and Re-referrals,8910,630.2,2030,22.8,333,3.7,3111,34.9,7861,556,1727,22
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Referrals and Re-referrals,2053,456.2,454,22.1,0,0,347,16.9,1830,406.6,375,20.5
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Referrals and Re-referrals,5810,877.2,1763,30.3,490,8.4,3269,56.3,4811,726.3,1351,28.1
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Referrals and Re-referrals,2013,323.6,344,17.1,29,1.4,166,8.2,1834,294.8,307,16.7
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Referrals and Re-referrals,5020,821.9,1021,20.3,206,4.1,1435,28.6,4548,744.7,895,19.7
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Referrals and Re-referrals,3269,331.1,630,19.3,156,4.8,266,8.1,3022,306.1,560,18.5
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Referrals and Re-referrals,9914,569.3,2399,24.2,1167,11.8,4350,43.9,8727,501.2,1961,22.5
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Referrals and Re-referrals,2264,680.8,618,27.3,0,0,600,26.5,1941,583.6,487,25.1
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Referrals and Re-referrals,1459,424.8,211,14.5,0,0,633,43.4,1370,398.8,196,14.3
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E06000065,North Yorkshire,Referrals and Re-referrals,5704,497.6,1127,19.8,c,c,929,16.3,5092,444.2,952,18.7
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Referrals and Re-referrals,2672,459.9,472,17.7,58,2.2,1149,43,2480,426.9,435,17.5
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Referrals and Re-referrals,5529,483.8,907,16.4,236,4.3,408,7.4,5137,449.5,822,16
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Referrals and Re-referrals,3450,454.7,577,16.7,19,0.6,1033,29.9,3221,424.5,525,16.3
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Referrals and Re-referrals,1614,466.3,371,23,177,11,567,35.1,1450,418.9,317,21.9
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Referrals and Re-referrals,4165,693.5,936,22.5,424,10.2,969,23.3,3711,617.9,782,21.1
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Referrals and Re-referrals,11816,764.8,3538,29.9,466,3.9,4121,34.9,9831,636.4,2748,28
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Referrals and Re-referrals,2880,324.6,549,19.1,697,24.2,670,23.3,2631,296.5,492,18.7
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Referrals and Re-referrals,6236,429.6,1476,23.7,572,9.2,2176,34.9,5331,367.2,1196,22.4
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Referrals and Re-referrals,7957,540.4,1826,22.9,1087,13.7,1706,21.4,7013,476.3,1543,22
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,940,E06000061,North Northamptonshire,Referrals and Re-referrals,5066,623.9,1342,26.5,397,7.8,2275,44.9,4356,536.5,1081,24.8
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Referrals and Re-referrals,4394,650.8,1414,32.2,918,20.9,1891,43,3656,541.5,1055,28.9
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Referrals and Re-referrals,8462,500.9,2186,25.8,0,0,5107,60.4,7323,433.5,1775,24.2
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Referrals and Re-referrals,276,346.2,52,18.8,76,27.5,86,31.2,245,307.3,51,20.8
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,941,E06000062,West Northamptonshire,Referrals and Re-referrals,4939,520.2,1228,24.9,379,7.7,2223,45,4278,450.6,992,23.2
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Referrals and Re-referrals,18007,622,4032,22.4,362,2,8948,49.7,15972,551.7,3462,21.7
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Referrals and Re-referrals,4505,559.7,941,20.9,6,0.1,1359,30.2,4098,509.1,813,19.8
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Referrals and Re-referrals,2681,384.3,536,20,44,1.6,563,21,2411,345.6,443,18.4
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Referrals and Re-referrals,u,u,u,u,u,u,u,u,u,u,u,u
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Referrals and Re-referrals,4397,506.4,917,20.9,c,c,1007,22.9,3930,452.6,809,20.6
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Referrals and Re-referrals,1522,256.3,193,12.7,69,4.5,132,8.7,1437,241.9,179,12.5
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Referrals and Re-referrals,3815,786.1,982,25.7,55,1.4,1688,44.2,3389,698.3,861,25.4
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Referrals and Re-referrals,5045,291.8,710,14.1,332,6.6,622,12.3,4720,273,647,13.7
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Referrals and Re-referrals,4798,797.5,1226,25.6,44,0.9,1988,41.4,4243,705.2,1031,24.3
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Referrals and Re-referrals,1489,345.8,285,19.1,38,2.6,392,26.3,1371,318.4,254,18.5
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Referrals and Re-referrals,3140,447.9,669,21.3,217,6.9,1365,43.5,2821,402.4,545,19.3
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Referrals and Re-referrals,5550,442.6,1023,18.4,0,0,2018,36.4,5057,403.3,919,18.2
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Referrals and Re-referrals,3660,559.9,779,21.3,c,c,1769,48.3,3238,495.3,684,21.1
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Referrals and Re-referrals,4784,399.9,1002,20.9,223,4.7,1524,31.9,4317,360.8,860,19.9
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Referrals and Re-referrals,1706,396.1,430,25.2,498,29.2,295,17.3,1414,328.3,325,23
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Referrals and Re-referrals,7044,506.1,2127,30.2,1185,16.8,1851,26.3,5689,408.7,1590,27.9
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Referrals and Re-referrals,2131,313.4,394,18.5,28,1.3,814,38.2,1934,284.4,347,17.9
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Referrals and Re-referrals,6288,194.8,1059,16.8,160,2.5,2648,42.1,5838,180.8,940,16.1
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Referrals and Re-referrals,6277,229.5,1061,16.9,675,10.8,2364,37.7,5739,209.9,953,16.6
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Referrals and Re-referrals,3130,519.9,652,20.8,109,3.5,1221,39,2802,465.4,575,20.5
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Referrals and Re-referrals,6260,368.3,1191,19,111,1.8,1081,17.3,5622,330.8,1027,18.3
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Referrals and Re-referrals,3708,662.7,713,19.2,514,13.9,946,25.5,3322,593.7,591,17.8
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Referrals and Re-referrals,1589,410.4,334,21,20,1.3,616,38.8,1459,376.9,300,20.6
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Referrals and Re-referrals,4999,332.5,953,19.1,139,2.8,1940,38.8,4560,303.3,859,18.8
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Referrals and Re-referrals,2198,484.7,404,18.4,55,2.5,810,36.9,1993,439.5,368,18.5
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Referrals and Re-referrals,1511,527.5,376,24.9,170,11.3,502,33.2,1342,468.5,320,23.8
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Referrals and Re-referrals,3257,697.9,798,24.5,382,11.7,755,23.2,2847,610.1,658,23.1
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Referrals and Re-referrals,6620,518.7,1541,23.3,112,1.7,2525,38.1,5927,464.4,1296,21.9
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Referrals and Re-referrals,4311,416.1,653,15.1,168,3.9,1504,34.9,3965,382.7,580,14.6
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Referrals and Re-referrals,u,u,u,u,u,u,u,u,u,u,u,u
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Referrals and Re-referrals,4378,1867.9,1988,45.4,1117,25.5,1082,24.7,3106,1325.2,1253,40.3
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Referrals and Re-referrals,24111,692.2,5615,23.3,133,0.6,6942,28.8,21341,612.7,4603,21.6
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Referrals and Re-referrals,5283,792.2,1263,23.9,594,11.2,2540,48.1,4598,689.5,1025,22.3
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Referrals and Re-referrals,3114,427.8,598,19.2,239,7.7,820,26.3,2853,391.9,517,18.1
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Referrals and Re-referrals,5047,330.9,940,18.6,186,3.7,2254,44.7,4547,298.2,842,18.5
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Referrals and Re-referrals,3061,723.5,735,24,0,0,38,1.2,2669,630.9,608,22.8
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Referrals and Re-referrals,3003,791.7,800,26.6,177,5.9,1321,44,2593,683.6,659,25.4
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Referrals and Re-referrals,3361,749.4,771,22.9,17,0.5,1464,43.6,2986,665.8,631,21.1
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Referrals and Re-referrals,3094,614.2,768,24.8,266,8.6,628,20.3,2715,539,629,23.2
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Referrals and Re-referrals,7682,289.2,1256,16.3,519,6.8,2076,27,7020,264.2,1103,15.7
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Referrals and Re-referrals,1603,453.8,350,21.8,c,c,84,5.2,1456,412.2,308,21.2
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Referrals and Re-referrals,7931,443.1,1347,17,0,0,3140,39.6,7603,424.7,1254,16.5
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Referrals and Re-referrals,1813,528.9,410,22.6,100,5.5,414,22.8,1600,466.7,358,22.4
2024,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Referrals and Re-referrals,1548,357.4,290,18.7,77,5,622,40.2,1409,325.3,251,17.8
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Referrals and Re-referrals,821,225.2,137,16.7,11,1.3,207,25.2,768,210.7,123,16
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",Referrals and Re-referrals,3955,532.4,998,25.2,509,12.9,243,6.1,3478,468.2,856,24.6
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Referrals and Re-referrals,4215,461,1062,25.2,741,17.6,1073,25.5,3658,400.1,876,23.9
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Referrals and Re-referrals,7386,698.9,1871,25.3,0,0,1593,21.6,6399,605.5,1571,24.6
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Referrals and Re-referrals,5830,395.8,1276,21.9,138,2.4,2653,45.5,5259,357,1117,21.2
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,838,E06000059,Dorset,Referrals and Re-referrals,2454,371.7,345,14.1,289,11.8,623,25.4,2317,350.9,322,13.9
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Referrals and Re-referrals,6724,515.4,1444,21.5,492,7.3,1928,28.7,6124,469.4,1259,20.6
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,Referrals and Re-referrals,22,604.4,c,c,0,0,7,31.8,20,549.5,c,c
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Referrals and Re-referrals,992,226.1,198,20,17,1.7,318,32.1,898,204.7,176,19.6
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Referrals and Re-referrals,3879,748.2,781,20.1,55,1.4,1607,41.4,3427,661,668,19.5
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E06000066,Somerset,Referrals and Re-referrals,5675,508.5,1306,23,1295,22.8,2105,37.1,5023,450.1,1104,22
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Referrals and Re-referrals,2517,410.6,446,17.7,0,0,1094,43.5,2301,375.3,393,17.1
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Referrals and Re-referrals,2783,525.3,568,20.4,29,1,876,31.5,2497,471.3,520,20.8
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Referrals and Re-referrals,1893,760.6,501,26.5,85,4.5,536,28.3,1680,675.1,422,25.1
2024,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Referrals and Re-referrals,3290,318.3,630,19.1,77,2.3,1009,30.7,2953,285.7,530,17.9
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Referrals and Re-referrals,2241,617.5,416,18.6,85,3.8,735,32.8,2047,564,368,18
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,Referrals and Re-referrals,63,981.3,c,c,32,50.8,c,c,62,965.7,c,c
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Referrals and Re-referrals,3782,695.8,753,19.9,320,8.5,1435,37.9,3458,636.2,644,18.6
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Referrals and Re-referrals,1578,496.4,203,12.9,208,13.2,498,31.6,1471,462.8,172,11.7
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Referrals and Re-referrals,3323,620.5,613,18.4,210,6.3,732,22,3039,567.5,528,17.4
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Referrals and Re-referrals,2210,619.8,352,15.9,137,6.2,685,31,2050,574.9,304,14.8
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Referrals and Re-referrals,1388,605.3,282,20.3,248,17.9,291,21,1258,548.6,255,20.3
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Referrals and Re-referrals,3420,655.5,555,16.2,290,8.5,787,23,3128,599.6,486,15.5
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Referrals and Re-referrals,4189,674.7,815,19.5,375,9,1558,37.2,3802,612.4,681,17.9
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Referrals and Re-referrals,5178,620.4,843,16.3,31,0.6,1146,22.1,4795,574.5,742,15.5
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Referrals and Re-referrals,3368,596,741,22,342,10.2,1467,43.6,2986,528.4,653,21.9
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Referrals and Re-referrals,4283,678.3,816,19.1,365,8.5,780,18.2,3854,610.3,677,17.6
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Referrals and Re-referrals,1833,314.2,377,20.6,217,11.8,485,26.5,1663,285,322,19.4
2024,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Referrals and Re-referrals,1873,621.4,293,15.6,315,16.8,611,32.6,1715,569,254,14.8
